district,area,chamber,market,building,floor,building_floors,construction_year,standard,property,window,heating,url,rent,price
 Mokotów,79.3,3,wtórny,apartamentowiec,2.0,6.0,2002.0,,,drewniane,miejskie,https://www.otodom.pl/oferta/mieszkanie-79-30-m-warszawa-ID3zJ8j.html#4b471fc499,,1070000.0
 Centrum,99.5,3,wtórny,kamienica,2.0,5.0,1938.0,,,,miejskie,https://www.otodom.pl/oferta/mieszkanie-99-50-m-warszawa-ID3zJfN.html#4b471fc499,850.0,1300000.0
 Żoliborz,189.0,4,wtórny,apartamentowiec,6.0,8.0,2002.0,,,drewniane,,https://www.otodom.pl/oferta/komfortowy-apartament-na-ostatnim-pietrze-ID3zJ5B.html#4b471fc499,,3900000.0
 Wola,295.0,8,wtórny,apartamentowiec,0.0,9.0,2013.0,do zamieszkania,,,miejskie,https://www.otodom.pl/oferta/mieszkanie-295-m-warszawa-ID3yUB5.html#b3184d500c,,4500000.0
 Śródmieście,120.0,3,wtórny,kamienica,2.0,,1910.0,,,drewniane,miejskie,https://www.otodom.pl/oferta/reprezentacyjna-kamienica-ID3zJgb.html#4b471fc499,1.0,2900000.0
 Praga-Południe,73.4,4,wtórny,blok,3.0,5.0,1995.0,do remontu,spółdzielcze własnościowe,plastikowe,miejskie,https://www.otodom.pl/oferta/zwyciezcow-4-pokoje-widne-przestronne-1995-rok-ID3A4Zp.html#4b471fc499,750.0,730000.0
 Rembertów,85.33,3,wtórny,,0.0,1.0,,,,,,https://www.otodom.pl/oferta/mieszkanie-85-33-m-warszawa-ID3AjBR.html#4b471fc499,,590000.0
 Mokotów,160.0,5,wtórny,apartamentowiec,3.0,4.0,2018.0,do wykończenia,udział,drewniane,,https://www.otodom.pl/oferta/mieszkanie-160-m-warszawa-ID3zJgT.html#4b471fc499,,2500000.0
 Mokotów,93.0,3,wtórny,apartamentowiec,2.0,5.0,2015.0,,,,miejskie,https://www.otodom.pl/oferta/luksusowy-apartament-blisko-stacji-metra-ID3AdyD.html#4b471fc499,,2200000.0
 Mokotów,164.0,4,wtórny,apartamentowiec,2.0,6.0,,,,,miejskie,https://www.otodom.pl/oferta/luksusowy-4-pokojowy-apartament-blisko-metra-ID3Adq3.html#4b471fc499,,1800000.0
 Bemowo,61.0,3,wtórny,blok,2.0,10.0,,do zamieszkania,spółdzielcze własnościowe,plastikowe,miejskie,https://www.otodom.pl/oferta/bemowo-ladny-rozklad-3pok-61m-iip-winda-ID3AaSf.html#4b471fc499,,449000.0
 Białołęka,43.4,2,wtórny,blok,1.0,2.0,2011.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/ciche-2-pokojowe-mieszkanie-z-garazem-ID3AnpB.html#4b471fc499,,319500.0
 Żoliborz,234.6,10,wtórny,apartamentowiec,8.0,8.0,2008.0,,pełna własność,,,https://www.otodom.pl/oferta/pokoje-dostosowane-pod-wynajem-metro-marymont-ID3AAKX.html#4b471fc499,,1840000.0
 Mokotów,40.72,2,wtórny,,3.0,7.0,2017.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/nowe-2-pokojowe-mieszkanie-ul-konstruktorska-ID3APNN.html#4b471fc499,,530000.0
 Praga-Południe,87.7,4,wtórny,,11.0,13.0,,,spółdzielcze własnościowe,plastikowe,,https://www.otodom.pl/oferta/szansa-dla-inewstora-4-pokoje-na-goclawiu-ID3cNrA.html#4b471fc499,790.0,580000.0
 Mokotów,169.06,5,pierwotny,,1.0,2.0,2018.0,,pełna własność,,inne,https://www.otodom.pl/oferta/wyjatkowy-apartament-w-nowoczesnej-willi-ID3AS1N.html#4b471fc499,,2225000.0
 Białołęka,54.0,3,pierwotny,blok,0.0,2.0,2018.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/gotowe-mieszkanie-3-pokojowe-z-2-balkonami-pilnie-ID3tyak.html#4b471fc499,300.0,386000.0
 Śródmieście,43.0,2,wtórny,kamienica,2.0,6.0,1935.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/mieszkanie-przy-muzeum-narodowym-ID3AAKn.html#4b471fc499,,649000.0
 Białołęka,28.5,1,pierwotny,blok,2.0,2.0,2018.0,,pełna własność,plastikowe,kotłownia,https://www.otodom.pl/oferta/kawalerka-z-duzym-balkonem-ID3l1L2.html#4b471fc499,6.0,192000.0
 Praga-Południe,87.8,4,wtórny,blok,10.0,12.0,1983.0,,spółdzielcze własnościowe,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-87-80-m-warszawa-ID3BpYc.html#4b471fc499,750.0,619000.0
 Białołęka,43.13,2,pierwotny,blok,1.0,2.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mdm-2-pokoje-najtaniej-najpiekniejsze-miejsce-ID39eOv.html#4b471fc499,300.0,244000.0
 Białołęka,32.0,1,pierwotny,blok,1.0,2.0,2018.0,,pełna własność,plastikowe,kotłownia,https://www.otodom.pl/oferta/gotowe-ID3l1N6.html#4b471fc499,6.0,196000.0
 Śródmieście,104.0,4,wtórny,apartamentowiec,4.0,5.0,2008.0,,pełna własność,,,https://www.otodom.pl/oferta/ciekawe-ID3AWar.html#4b471fc499,,1559000.0
 Śródmieście,99.0,4,wtórny,kamienica,4.0,4.0,1902.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/mieszkanie-99-m-warszawa-ID3AX0T.html#4b471fc499,850.0,1300000.0
 Mokotów,92.0,3,wtórny,kamienica,1.0,2.0,1936.0,do remontu,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/mieszkanie-92-m-warszawa-ID3BCwq.html#4b471fc499,1.0,1290000.0
 Białołęka,51.0,2,pierwotny,blok,2.0,,2018.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/duzy-ogrodek-bezposrednio-ID3BHWm.html#4b471fc499,,310000.0
 Białołęka,34.5,2,pierwotny,blok,0.0,2.0,2018.0,,pełna własność,plastikowe,kotłownia,https://www.otodom.pl/oferta/duzy-taras-okazja-ID3l1F6.html#4b471fc499,6.0,230000.0
 Ochota,21.0,1,pierwotny,apartamentowiec,4.0,5.0,2017.0,do zamieszkania,pełna własność,aluminiowe,miejskie,https://www.otodom.pl/oferta/apartamenty-inwestycyjne-gotowe-do-odbioru-ID3C2CI.html#4b471fc499,,230000.0
 Białołęka,42.0,2,pierwotny,blok,2.0,3.0,2018.0,do wykończenia,pełna własność,plastikowe,,https://www.otodom.pl/oferta/gotowe-mieszkania-wola-tarchomin-bialoleka-gotowe-ID3xKqT.html#4b471fc499,280.0,325000.0
 Żoliborz,97.0,3,wtórny,kamienica,3.0,3.0,,,spółdzielcze własnościowe,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-97-m-warszawa-ID3BKOk.html#4b471fc499,,1150000.0
 Śródmieście,35.2,1,wtórny,kamienica,0.0,4.0,1957.0,do zamieszkania,pełna własność,,miejskie,https://www.otodom.pl/oferta/przy-nowym-swiecie-ID3C2Ys.html#4b471fc499,360.0,599000.0
 Białołęka,26.0,1,pierwotny,blok,1.0,2.0,2019.0,do wykończenia,pełna własność,plastikowe,,https://www.otodom.pl/oferta/nowe-1-2-pokoje-glebocka-dwa-autobusy-do-metra-ID3y4ft.html#4b471fc499,210.0,234000.0
 Białołęka,43.13,2,pierwotny,blok,1.0,2.0,2019.0,do wykończenia,pełna własność,,miejskie,https://www.otodom.pl/oferta/2-pokoje-z-duzym-balkonem-odbior-w-wakacje-ID34vQA.html#4b471fc499,287.0,249000.0
 Ochota,21.0,1,pierwotny,apartamentowiec,5.0,6.0,2017.0,,pełna własność,,,https://www.otodom.pl/oferta/apartament-z-renomowanym-operatorem-ID3C2le.html#4b471fc499,,230800.0
 Śródmieście,98.0,3,wtórny,kamienica,4.0,5.0,1938.0,do remontu,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/wilcza-piekna-kamienica-z-winda-ID3C3AE.html#4b471fc499,820.0,1350000.0
 Wawer,116.5,4,pierwotny,,1.0,2.0,,,pełna własność,,,https://www.otodom.pl/oferta/apartamenty-z-garazem-podziemnym-w-radosci-ID3CgRC.html#4b471fc499,,750000.0
 Praga-Południe,58.4,2,wtórny,blok,3.0,3.0,1990.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/mieszkanie-goclaw-ID2JTqF.html#4b471fc499,450.0,480000.0
 Bemowo,85.2,4,wtórny,blok,3.0,4.0,1988.0,,spółdzielcze własnościowe,drewniane,miejskie,https://www.otodom.pl/oferta/mieszkanie-85-20-m-warszawa-ID3C3jG.html#4b471fc499,700.0,700000.0
 Włochy,20.91,1,pierwotny,apartamentowiec,4.0,4.0,2017.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/gotowe-apartamenty-inwestuj-z-zyskiem-ID3C7wO.html#4b471fc499,,282285.0
 Śródmieście,70.0,2,wtórny,kamienica,4.0,5.0,1950.0,do zamieszkania,pełna własność,plastikowe,inne,https://www.otodom.pl/oferta/70-m2-2-pokoje-pl-konstytucji-i-pl-zbawiciela-ID3CnbV.html#4b471fc499,,950000.0
 Białołęka,41.0,2,pierwotny,blok,,2.0,2018.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/gotowe-2-pokoje-z-widna-kuchnia-ID3BIdm.html#4b471fc499,,242000.0
 Bemowo,60.0,2,wtórny,blok,7.0,10.0,1987.0,,spółdzielcze własnościowe,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-60-m-warszawa-ID3C3l6.html#4b471fc499,,482000.0
 Śródmieście,225.0,10,wtórny,kamienica,5.0,5.0,1890.0,,pełna własność,,inne,https://www.otodom.pl/oferta/pietro-w-kamienicy-po-adaptacji-12-kawalerek-ID3CJK0.html#4b471fc499,,3100000.0
 Śródmieście,114.0,4,wtórny,apartamentowiec,7.0,11.0,2008.0,do zamieszkania,,,,https://www.otodom.pl/oferta/mieszkanie-114-m-warszawa-ID3CveI.html#4b471fc499,,1750000.0
 Śródmieście,83.0,3,wtórny,kamienica,3.0,6.0,1929.0,do remontu,pełna własność,,,https://www.otodom.pl/oferta/mieszkanie-83-m-warszawa-ID3CXmc.html#4b471fc499,,913000.0
 Mokotów,164.0,5,wtórny,apartamentowiec,3.0,3.0,2017.0,do wykończenia,pełna własność,aluminiowe,miejskie,https://www.otodom.pl/oferta/penthouse-na-mokotowie-do-wlasnej-aranzacji-ID3AmPR.html#4b471fc499,,2500000.0
 Targówek,83.0,3,wtórny,blok,0.0,3.0,2000.0,do zamieszkania,pełna własność,,miejskie,https://www.otodom.pl/oferta/mieszkanie-83-m-warszawa-ID3D0xm.html#4b471fc499,580.0,780000.0
 Śródmieście,105.0,4,wtórny,kamienica,3.0,3.0,1949.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/klimatyczne-mieszkanie-z-dusza-przy-bednarskiej-ID3D0xS.html#4b471fc499,1.0,1030000.0
 Ursynów,136.0,4,wtórny,blok,1.0,3.0,1995.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/apartament-przy-skarpie-ursynowskiej-ID3D1TC.html#4b471fc499,1.0,1050000.0
 Targówek,142.0,6,wtórny,blok,4.0,4.0,2010.0,do wykończenia,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/apartament-w-stanie-deweloperskim-na-zaciszu-ID3D0xq.html#4b471fc499,590.0,750000.0
 Śródmieście,78.7,3,wtórny,blok,3.0,3.0,1984.0,do remontu,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/mieszkanie-z-duzym-potencjalem-i-swietnym-widokiem-ID3D2PO.html#4b471fc499,680.0,740000.0
 Bielany,116.0,4,wtórny,blok,1.0,4.0,2000.0,do remontu,spółdzielcze własnościowe,plastikowe,miejskie,https://www.otodom.pl/oferta/osiedle-zamkniete-4-pokoje-rozkladowe-ID3DTC0.html#ebf6d2dc25,1.0,920000.0
 Śródmieście,60.2,2,wtórny,apartamentowiec,1.0,6.0,2008.0,do zamieszkania,,,miejskie,https://www.otodom.pl/oferta/mieszkanie-60-20-m-warszawa-ID3DQ1C.html#ebf6d2dc25,,1043400.0
 Ursynów,85.0,4,wtórny,blok,3.0,3.0,2002.0,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-na-inwestycje-ID3D1TK.html#4b471fc499,650.0,722500.0
 Ochota,103.0,4,wtórny,blok,5.0,14.0,2012.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/gotowy-4-pokojowy-apartament-dla-rodziny-ID3D2RC.html#4b471fc499,1.0,1280000.0
 Śródmieście,100.0,3,wtórny,kamienica,3.0,3.0,1950.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/stare-miasto-piwna-unikatowe-ID3DV3K.html#ebf6d2dc25,900.0,1549000.0
 Żoliborz,161.0,5,wtórny,apartamentowiec,8.0,12.0,2002.0,do zamieszkania,,,elektryczne,https://www.otodom.pl/oferta/mieszkanie-161-m-warszawa-ID3D3sE.html#4b471fc499,1.0,1990000.0
 Włochy,125.0,5,wtórny,apartamentowiec,2.0,3.0,2003.0,do zamieszkania,pełna własność,,gazowe,https://www.otodom.pl/oferta/mieszkanie-125-m-warszawa-ID3D3sI.html#4b471fc499,900.0,1260000.0
 Białołęka,33.0,2,pierwotny,blok,,,2018.0,,pełna własność,,,https://www.otodom.pl/oferta/ostatnia-kawalerka-do-podzialu-na-2-pokoje-ID3CP3q.html#ebf6d2dc25,7.0,265000.0
 Praga-Południe,64.0,3,wtórny,blok,3.0,3.0,1983.0,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/ekstra-do-wprowadzenia-3-pok-z-balkonem-ID3E2ec.html#ebf6d2dc25,600.0,580000.0
 Mokotów,92.0,3,wtórny,apartamentowiec,2.0,4.0,2003.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-92-m-warszawa-ID3E3Qg.html#ebf6d2dc25,,1449000.0
 Mokotów,61.0,2,wtórny,kamienica,1.0,7.0,1950.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/5-minut-do-stacji-metra-ID3E2eU.html#ebf6d2dc25,600.0,690000.0
 Wola,65.0,3,wtórny,blok,0.0,2.0,1955.0,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pokoje-z-ogrodkiem-w-spokojnej-okolicy-ID3E2fq.html#ebf6d2dc25,650.0,580000.0
 Mokotów,135.0,4,wtórny,apartamentowiec,4.0,6.0,2000.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-135-m-warszawa-ID3E2ek.html#ebf6d2dc25,1.0,1350000.0
 Wilanów,110.7,3,wtórny,apartamentowiec,0.0,4.0,2010.0,do wykończenia,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/mieszkanie-swietne-na-inwestycje-ID3E2es.html#ebf6d2dc25,750.0,1100000.0
 Śródmieście,160.0,4,wtórny,apartamentowiec,3.0,4.0,1195.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/luksusowy-dwupoziomowy-apartament-nowe-miasto-ID3EdU8.html#ebf6d2dc25,,4165000.0
 Mokotów,48.0,2,wtórny,kamienica,0.0,4.0,1957.0,,pełna własność,,,https://www.otodom.pl/oferta/2-pokoje-48m2-odolanska-mokotow-po-remoncie-ID3EnXe.html#ebf6d2dc25,,599000.0
 Praga-Południe,94.8,4,wtórny,apartamentowiec,6.0,10.0,2008.0,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-94-80-m-warszawa-ID3E5gI.html#ebf6d2dc25,1.0,765000.0
 Ursynów,111.26,5,wtórny,blok,10.0,10.0,1980.0,do zamieszkania,spółdzielcze własnościowe,,miejskie,https://www.otodom.pl/oferta/piec-pokoi-na-ursynowie-ID3EdnV.html#ebf6d2dc25,1.0,779000.0
 Wilanów,103.0,3,wtórny,apartamentowiec,0.0,3.0,2009.0,do zamieszkania,pełna własność,,miejskie,https://www.otodom.pl/oferta/atrakcyjne-3-pokoje-w-miasteczku-wilanow-ID3Edna.html#ebf6d2dc25,1.0,980000.0
 Białołęka,183.0,6,wtórny,,,2.0,2011.0,,pełna własność,drewniane,,https://www.otodom.pl/oferta/segment-bialoleka-ID3Auld.html#ebf6d2dc25,,1250000.0
 Wola,79.0,4,pierwotny,blok,7.0,12.0,2019.0,,,drewniane,miejskie,https://www.otodom.pl/oferta/wola-ul-kasprzaka-sprawdzony-deweloper-od-8100-m-ID3kW9o.html#ebf6d2dc25,,670000.0
 Żoliborz,107.79,4,wtórny,kamienica,3.0,3.0,1935.0,do zamieszkania,spółdzielcze własnościowe,drewniane,miejskie,https://www.otodom.pl/oferta/urokliwe-mieszkanie-w-sercu-starego-zoliborza-ID3EtJe.html#ebf6d2dc25,1.0,1350000.0
 Praga-Południe,63.0,3,wtórny,apartamentowiec,1.0,6.0,2001.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/saska-kepa-66m2-na-parterze-z-ogrodkiem-ID3EOGs.html#ebf6d2dc25,750.0,599000.0
 Białołęka,48.5,2,pierwotny,blok,0.0,2.0,2018.0,do wykończenia,pełna własność,plastikowe,gazowe,https://www.otodom.pl/oferta/2-pok-z-kuchnia-lub-3-z-aneksem-ogrod-mdm-2018-ID3lCtc.html#ebf6d2dc25,,299000.0
 Centrum,38.11,1,wtórny,apartamentowiec,3.0,5.0,2018.0,do wykończenia,spółdzielcze własnościowe,drewniane,miejskie,https://www.otodom.pl/oferta/mieszkanie-38-11-m-warszawa-ID3EO7q.html#ebf6d2dc25,,1100000.0
 Ursynów,67.35,3,wtórny,,1.0,2.0,2002.0,,pełna własność,,,https://www.otodom.pl/oferta/trzypokojowe-67-35-m2-mieszkanie-na-ursynowie-ID3EQiY.html#ebf6d2dc25,520.0,480000.0
 Włochy,114.2,4,wtórny,blok,4.0,4.0,1993.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/dwupoziomowe-do-wlasnej-aranzacji-bez-windy-ID3EH0g.html#ebf6d2dc25,700.0,650000.0
 Mokotów,147.0,1,wtórny,apartamentowiec,4.0,5.0,2017.0,do wykończenia,,,miejskie,https://www.otodom.pl/oferta/jasny-apartament-147m2-na-mokotowie-ID3F0uQ.html#ebf6d2dc25,,2131500.0
 Śródmieście,120.0,3,wtórny,,5.0,7.0,2009.0,do zamieszkania,pełna własność,,,https://www.otodom.pl/oferta/apartament-w-centrum-z-widokiem-za-milion-dolarow-ID3F7cv.html#ebf6d2dc25,,1950000.0
 Wola,35.0,1,wtórny,blok,2.0,6.0,1950.0,,,drewniane,miejskie,https://www.otodom.pl/oferta/mieszkanie-35-m-warszawa-ID3EFZ6.html#ebf6d2dc25,400.0,530000.0
 Śródmieście,140.0,3,wtórny,apartamentowiec,2.0,4.0,2010.0,,,drewniane,,https://www.otodom.pl/oferta/komfortowy-apartament-przy-lazienkach-ID3FhIY.html#ebf6d2dc25,,3800000.0
 Wola,42.24,2,pierwotny,apartamentowiec,11.0,,,do wykończenia,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/lux-apartament-klimatyzacja-283-cm-wysokosci-ID3Fgu8.html#ebf6d2dc25,,561792.0
 Wesoła,70.75,4,pierwotny,szeregowiec,1.0,3.0,2018.0,do wykończenia,pełna własność,plastikowe,gazowe,https://www.otodom.pl/oferta/warszawa-sulejowek-ok-850m-od-skm-pkp-ID3FgmQ.html#ebf6d2dc25,,388940.0
 Wola,20.0,1,pierwotny,apartamentowiec,6.0,27.0,2019.0,do wykończenia,,drewniane,miejskie,https://www.otodom.pl/oferta/wolametrood-207-tys-idealne-pod-inwestycje-ID3Fg9O.html#ebf6d2dc25,250.0,237000.0
 Śródmieście,70.0,3,wtórny,kamienica,1.0,2.0,1953.0,do remontu,pełna własność,,miejskie,https://www.otodom.pl/oferta/bednarska-z-pieknym-widokiem-ID3Fc3S.html#ebf6d2dc25,,985000.0
 Wesoła,60.78,3,pierwotny,apartamentowiec,1.0,3.0,2018.0,do wykończenia,pełna własność,plastikowe,gazowe,https://www.otodom.pl/oferta/warszawa-sulejowek-ok-700m-od-skm-pkp-ID3FghG.html#ebf6d2dc25,,364680.0
 Mokotów,200.0,3,wtórny,apartamentowiec,11.0,12.0,2012.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/penthouse-200m2-na-zielonym-mokotowie-ID3FaXu.html#ebf6d2dc25,,1780000.0
 Mokotów,158.22,4,wtórny,apartamentowiec,1.0,4.0,2007.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/apartament-na-mokotowie-osiedle-marina-ID3FniI.html#ebf6d2dc25,,2300000.0
 Wilanów,72.5,3,pierwotny,blok,1.0,2.0,2018.0,do wykończenia,pełna własność,,,https://www.otodom.pl/oferta/jasne-duze-72m2-mieszkanie-na-zawadach-wilanow-ID3FEb6.html#ebf6d2dc25,,684000.0
 Śródmieście,264.0,6,pierwotny,kamienica,5.0,5.0,1906.0,,pełna własność,drewniane,,https://www.otodom.pl/oferta/mieszkanie-264-m-warszawa-ID3Fvk4.html#ebf6d2dc25,,7000000.0
 Mokotów,119.79,5,pierwotny,blok,2.0,2.0,2018.0,do wykończenia,pełna własność,,,https://www.otodom.pl/oferta/mieszkanie-119-79-m-warszawa-ID3FsXi.html#ebf6d2dc25,,1164051.0
 Wawer,211.0,7,pierwotny,,,,2014.0,do zamieszkania,pełna własność,plastikowe,gazowe,https://www.otodom.pl/oferta/dom-wykonczony-pod-klucz-radosc-ID3FXOA.html#ebf6d2dc25,,1090000.0
 Mokotów,119.45,5,pierwotny,blok,2.0,2.0,2018.0,do wykończenia,pełna własność,,,https://www.otodom.pl/oferta/mieszkanie-119-45-m-warszawa-ID3Ftwi.html#ebf6d2dc25,,1160787.0
 Wesoła,80.0,3,wtórny,blok,3.0,3.0,1996.0,do zamieszkania,pełna własność,drewniane,gazowe,https://www.otodom.pl/oferta/trzypokojowe-w-starej-milosnej-ID3FB2E.html#ebf6d2dc25,360.0,459000.0
 Śródmieście,117.0,3,wtórny,apartamentowiec,1.0,3.0,1999.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/zakroczymska-apartament-winda-garaz-ID3FzaA.html#ebf6d2dc25,1.0,1635000.0
 Śródmieście,81.5,3,wtórny,kamienica,3.0,3.0,1954.0,,,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-81-50-m-warszawa-ID3FOdV.html#ebf6d2dc25,,1200000.0
 Ochota,93.0,4,wtórny,kamienica,3.0,4.0,1950.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/przy-lelechowskiej-trojstronne-sloneczne-ID3GhNa.html#ebf6d2dc25,,980000.0
 Praga-Południe,65.91,3,wtórny,apartamentowiec,1.0,8.0,2009.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pokojowe-w-quatro-przy-lukowskiej-ID3GzT6.html#ebf6d2dc25,750.0,630000.0
 Wilanów,76.0,3,wtórny,apartamentowiec,2.0,4.0,2011.0,,,drewniane,miejskie,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-76m2-3-pok-wilanow-ID3GC0M.html#ebf6d2dc25,800.0,836000.0
 Mokotów,152.4,5,wtórny,apartamentowiec,0.0,4.0,2005.0,,,drewniane,miejskie,https://www.otodom.pl/oferta/apartament-z-180m2-ogrodu-ID3GjdV.html#ebf6d2dc25,,2360000.0
 Białołęka,26.0,1,pierwotny,blok,2.0,3.0,2019.0,do wykończenia,pełna własność,plastikowe,,https://www.otodom.pl/oferta/ul-glebocka1-pokojowe-z-balkonem-lub-ogrodem-ID3o5le.html#ebf6d2dc25,,234000.0
 Białołęka,51.0,2,pierwotny,blok,0.0,2.0,2018.0,,pełna własność,plastikowe,kotłownia,https://www.otodom.pl/oferta/taras-125-m2-i-oddzielna-kuchnia-ID3l1GU.html#ebf6d2dc25,,294000.0
 Białołęka,63.1,3,wtórny,blok,2.0,3.0,2002.0,,pełna własność,,,https://www.otodom.pl/oferta/parking-w-cenie-i-garderoba-ID3Gtw6.html#ebf6d2dc25,,425000.0
 Wola,56.0,3,wtórny,apartamentowiec,1.0,4.0,2017.0,do wykończenia,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/piekny-cichy-apartament-z-tarasem-na-dachu-ID3G2dK.html#ebf6d2dc25,,840000.0
 Wola,47.0,2,pierwotny,blok,4.0,12.0,2019.0,do wykończenia,,,,https://www.otodom.pl/oferta/wolanowy-etap-juz-w-sprzedazysuper-ceny-ID3qJzm.html#ebf6d2dc25,400.0,490000.0
 Wola,79.0,4,pierwotny,apartamentowiec,9.0,27.0,2019.0,do wykończenia,,,miejskie,https://www.otodom.pl/oferta/wolamieszkania-z-widokiem-na-centrum-warszawy-ID3H7RS.html#ebf6d2dc25,,674000.0
 Mokotów,49.0,2,wtórny,kamienica,1.0,4.0,1960.0,do zamieszkania,pełna własność,,miejskie,https://www.otodom.pl/oferta/przy-badowskiej-ciche-loggia-jasne-ID3GYKE.html#ebf6d2dc25,464.0,585000.0
 Mokotów,131.0,4,wtórny,apartamentowiec,6.0,8.0,2003.0,,,drewniane,,https://www.otodom.pl/oferta/apartament-z-25m2-tarasem-i-widokiem-na-panorame-ID3GMyI.html#ebf6d2dc25,1.0,1637000.0
 Ursynów,92.0,4,wtórny,blok,4.0,4.0,2007.0,,,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-92m2-4pok-ursynow-ID3H52s.html#ebf6d2dc25,1.0,879000.0
 Praga-Południe,105.0,4,wtórny,apartamentowiec,6.0,10.0,2008.0,,,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-105-m-warszawa-ID3H6Qs.html#ebf6d2dc25,1.0,770000.0
 Ochota,62.72,3,wtórny,apartamentowiec,4.0,4.0,2019.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/okazja-nowy-apartament-do-wprowadzenia-2-balkony-ID3H1iM.html#ebf6d2dc25,,638000.0
 Śródmieście,26.0,1,wtórny,kamienica,3.0,4.0,,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/krakowskie-przedmiescie-26m-swietny-pod-wynajem-ID3FOtS.html#2200d3ea92,,560000.0
